Data,referencia,tipo_atividade,enviado_por,Idioma,arquivos_em,laudas,Início,Término,num_docs,tipo_documento,ano_planilha,mes_aba,mes_num
07/06/2022,14803,Revisão,Marcella,Inglês,Word - PDF,2211.0,10:05:00,10:40:00,0,Imposto de Renda,2022,Junho 2022,6
07/06/2022,14759,Revisão,Marcella,Português,Word - Imagem,2626.0,10:55:00,11:11:00,0,Diploma,2022,Junho 2022,6
07/06/2022,14792,CQ,Tati,Italiano,Word - Imagem,2721.0,11:18:00,11:39:00,0,Certidão de Nascimento ,2022,Junho 2022,6
07/06/2022,14799,CQ,Tati,Português,Word - Bicolunado,16506.0,11:45:00,13:19:00,0,Contrato Judicial,2022,Junho 2022,6
07/06/2022,14801,CQ,Tati,Italiano,Word - PDF,7076.0,14:00:00,14:50:00,0,Certidão Negativa Naturalidade,2022,Junho 2022,6
07/06/2022,14760,CQ,Tati,Inglês,Word - Imagem,5470.0,15:05:00,15:35:00,0,Histórico Escolar - Diploma,2022,Junho 2022,6
07/06/2022,14772,CQ,Tati,Português,Word - PDF,13675.0,16:00:00,16:45:00,0,Documento de transferência de posse,2022,Junho 2022,6
07/06/2022,14790,Revisão,Tati,Inglês,Word - PDF,1107.0,16:48:00,16:56:00,0,Certidão de Casamento,2022,Junho 2022,6
07/06/2022,14773,CQ,Tati,Italiano,Word - PDF,2606.0,17:05:00,17:13:00,0,Procuração,2022,Junho 2022,6
07/06/2022,14779,CQ,Tati,Português,Word - PDF,1110.0,17:15:00,17:33:00,0,Certidão de Casamento,2022,Junho 2022,6
08/06/2022,14791,Revisão,Marcella,Italiano,Word - PDF,3092.0,09:09:00,09:31:00,0,Certidão de Casamento,2022,Junho 2022,6
08/06/2022,14794,CQ,Marcella,Italiano,Word - PDF,8905.0,10:00:00,10:25:00,0,Certidão de Nascimento ,2022,Junho 2022,6
08/06/2022,14829,Revisão,Marcella,Português,Word - PDF,386.0,10:32:00,10:37:00,0,Declaração,2022,Junho 2022,6
08/06/2022,14808,CQ,Tati,Português,Word - PDF,1609.0,10:41:00,10:54:00,0,Certidão de Nascimento ,2022,Junho 2022,6
08/06/2022,14812,Revisão,Tati,Inglês,Word - PDF,1939.0,11:00:00,11:16:00,0,Certidão de Casamento,2022,Junho 2022,6
08/06/2022,14823,CQ,Tati,Inglês,Word - PDF,2174.0,11:18:00,11:32:00,0,Declaração de Matrícula,2022,Junho 2022,6
08/06/2022,14811,CQ,Tati,Português,Word - PDF,1005.0,11:34:00,11:40:00,0,Certificado de venda livre,2022,Junho 2022,6
08/06/2022,14799,CQ,Tati,Português,Word - Bicolunado,15976.0,11:50:00,13:09:00,0,Contrato Judicial,2022,Junho 2022,6
08/06/2022,14804,CQ,Júlia,Italiano,Word - PDF,4743.0,14:05:00,14:22:00,0,Procuração,2022,Junho 2022,6
08/06/2022,14843,CQ,Tati,Italiano,Word - PDF,4363.0,14:25:00,14:49:00,0,Procuração,2022,Junho 2022,6
08/06/2022,14817,CQ,Tati,Inglês,Word - Word,5754.0,14:52:00,15:07:00,0,Texto Publicitário,2022,Junho 2022,6
08/06/2022,14800,CQ,Tati,Português,Word - PDF,3026.0,15:16:00,15:36:00,0,Certidão de Casamento,2022,Junho 2022,6
08/06/2022,14617,CQ,Tati,Português,Word - PDF,49724.0,15:47:00,17:18:00,0,Pesquisa Científica,2022,Junho 2022,6
08/06/2022,14784,CQ,Tati,Italiano,Word - PDF,6219.0,17:31:00,17:48:00,0,Procuração,2022,Junho 2022,6
09/06/2022,14762,CQ,Tati,Italiano,Word - Imagem,17533.0,08:55:00,09:51:00,0,Certidão de Casamento,2022,Junho 2022,6
09/06/2022,14770,CQ,Tati,Italiano,Word - PDF,7634.0,09:55:00,10:18:00,0,Certidão de Nascimento ,2022,Junho 2022,6
09/06/2022,14836,CQ,Tati,Italiano,Word - PDF,3440.0,10:33:00,10:47:00,0,Certidão de Nascimento ,2022,Junho 2022,6
09/06/2022,14830,CQ,Tati,Português,Word - PDF,1699.0,14:16:00,14:31:00,0,Certidão de Nascimento ,2022,Junho 2022,6
09/06/2022,14826,CQ,Tati,Português,Word - Cópia Física,3431.0,14:40:00,15:00:00,0,Formulário,2022,Junho 2022,6
09/06/2022,14813,CQ,Tati,Italiano,Word - PDF,2524.0,15:06:00,15:16:00,0,Procuração,2022,Junho 2022,6
10/06/2022,14862,Revisão,Marcella,Português,Word - PDF,1779.0,09:00:00,09:36:00,0,Relatório de Pesquisa,2022,Junho 2022,6
10/06/2022,14847,CQ,Tati,Italiano,Word  - PDF,1311.0,09:50:00,10:10:00,0,Certidão de Nascimento ,2022,Junho 2022,6
10/06/2022,14824,CQ,Tati,Português,Word - PDF,11703.0,10:12:00,10:52:00,0,Certidões,2022,Junho 2022,6
10/06/2022,14849,CQ,Tati,Português,Word - PDF,2517.0,10:55:00,11:08:00,0,Certidão de Óbito,2022,Junho 2022,6
10/06/2022,14845,CQ,Tati,Inglês,Word - Imagem,1120.0,11:45:00,11:54:00,0,Receita Médica,2022,Junho 2022,6
10/06/2022,14842,CQ,Tati,Inglês,Word - PDF,2005.0,12:00:00,12:14:00,0,Certidão de Casamento,2022,Junho 2022,6
10/06/2022,14728,Revisão,Carol,Italiano,Word - PDF,27401.0,14:19:00,16:43:00,0,Certidão de Casamento / Nascimento,2022,Junho 2022,6
13/06/2022,14864,CQ,Tati,Italiano,Word - PDF,4906.0,14:35:00,14:52:00,0,Procuração,2022,Junho 2022,6
13/06/2022,14883,CQ,Tati,Italiano,Word - Original,4984.0,14:55:00,15:15:00,0,Certidão de Nascimento ,2022,Junho 2022,6
13/06/2022,14820,CQ,Tati,Italiano,Word - PDF,22556.0,15:19:00,17:09:00,0,Certidão de Objeto e Pé/Divórsio ,2022,Junho 2022,6
13/06/2022,14805,CQ,Tati,Italiano,Word  - PDF,22905.0,17:15:00,10:02:00,0,Certidões,2022,Junho 2022,6
14/06/2022,14860,CQ,Tati,Italiano,Word - Word,11477.0,10:10:00,10:35:00,0,Processo Judicial,2022,Junho 2022,6
14/06/2022,14913,CQ,Tati,Português,Word - Word,6200.0,10:38:00,10:51:00,0,Licença de fabricação de medicamentos,2022,Junho 2022,6
14/06/2022,14920,CQ,Tati,Italiano,Word - Imagem,5797.0,10:53:00,11:17:00,0,Certidão de Casamento,2022,Junho 2022,6
14/06/2022,14886,CQ,Tati,Português,Word - PDF,2558.0,11:20:00,11:30:00,0,Certidão de Casamento,2022,Junho 2022,6
14/06/2022,14859,CQ,Tati,Português,Word - Imagem,1336.0,11:33:00,11:40:00,0,Doc sobre Imposto de Renda ,2022,Junho 2022,6
14/06/2022,14752,CQ,Tati,Italiano,Word - PDF,39361.0,11:45:00,15:36:00,0,Certidões,2022,Junho 2022,6
14/06/2022,14835,CQ,Tati,Italiano,Word - PDF,16871.0,16:00:00,16:30:00,0,Certidões,2022,Junho 2022,6
14/06/2022,14814,CQ,Tati,Italiano,Word - PDF,29686.0,17:32:00,10:31:00,0,Certidões,2022,Junho 2022,6
15/06/2022,14922,CQ,Tati,Inglês,Word - Imagens,3050.0,09:58:00,10:12:00,0,Diploma,2022,Junho 2022,6
15/06/2022,14815,CQ,Marcella,Italiano,Word - PDF,25984.0,10:44:00,13:39:00,0,Certidões,2022,Junho 2022,6
15/06/2022,14951,CQ,Tati,Português,Word  - PDF,2158.0,11:23:00,11:30:00,0,Diploma,2022,Junho 2022,6
15/06/2022,14796,CQ,Tati,Italiano,Word - PDF,51413.0,14:06:00,17:06:00,0,Certidões,2022,Junho 2022,6
15/06/2022,14906,CQ,Tati,Francês,Word - PDF,2096.0,17:25:00,17:46:00,0,Certidão de Nascimento ,2022,Junho 2022,6
15/06/2022,14914,CQ,Tati,Italiano,Word - PDF,10321.0,17:48:00,09:37:00,0,Certidão de Nascimento e casamento ,2022,Junho 2022,6
17/06/2022,14956,Revisão,Tati,Inglês,Word - PDF,4667.0,09:46:00,10:34:00,0,Extrato Itaú,2022,Junho 2022,6
17/06/2022,14949,Revisão,Tati,Italiano,Word - PDF,7472.0,10:44:00,11:23:00,0,Escritura de declaração,2022,Junho 2022,6
17/06/2022,14934,Revisão,Tati,Italiano,Word - PDF,13720.0,11:25:00,13:17:00,0,Certidão de Casamento / Nascimento,2022,Junho 2022,6
17/06/2022,14690,CQ,Tati,Italiano,Word - Original,78270.0,13:18:00,17:21:00,0,Certidões,2022,Junho 2022,6
17/06/2022,14936,CQ,Tati,Italiano,Word - PDF,9094.0,17:26:00,17:56:00,0,Certidões,2022,Junho 2022,6
20/06/2022,14967,Revisão,Marcella,Inglês,Word - PDF,4550.0,08:51:00,09:33:00,0,Certidão de Casamento / Nascimento,2022,Junho 2022,6
20/06/2022,14963,Revisão,Marcella,Inglês,Word - PDF,1685.0,09:35:00,09:46:00,0,Certidão de Casamento / Nascimento,2022,Junho 2022,6
20/06/2022,14926,CQ,Marcella,Português,Word - PDF,3376.0,09:50:00,10:06:00,0,Certidão / Diploma,2022,Junho 2022,6
20/06/2022,14969,Revisão,Marcella,Espanhol,Word - PDF,3225.0,10:12:00,10:26:00,0,Certidão Negativa de Casamento,2022,Junho 2022,6
20/06/2022,14952,Revisão,Marcella,Inglês,Word - PDF,6359.0,10:30:00,11:03:00,0,Diploma / Histórico Escolar,2022,Junho 2022,6
20/06/2022,14980,Revisão,Marcella,Inglês,Word - Imagem,1364.0,11:05:00,11:17:00,0,Extrato Itaú,2022,Junho 2022,6
20/06/2022,14966,Revisão,Marcella,Português,Word - PDF,6084.0,11:20:00,11:51:00,0,Autos Eletronicamente Certificados,2022,Junho 2022,6
20/06/2022,14962,Revisão,Marcella,Inglês,Word - PDF,0.698,11:57:00,12:05:00,0,Certidão de Habilitação Profissional ,2022,Junho 2022,6
20/06/2022,14960,Revisão,Marcella,Inglês,Word - Imagem,2061.0,12:10:00,13:27:00,0,CNH,2022,Junho 2022,6
20/06/2022,14895,CQ,Marcella,Inglês,Word - PDF,7728.0,13:30:00,13:59:00,0,Imposto de Renda,2022,Junho 2022,6
20/06/2022,14985,Revisão,Marcella,Inglês,Word - Imagem,1317.0,14:04:00,14:14:00,0,CNH,2022,Junho 2022,6
20/06/2022,14881,CQ,Marcella,Inglês,Word - PDF,31742.0,14:17:00,15:38:00,0,Imposto de Renda / Extrato bancário,2022,Junho 2022,6
20/06/2022,14971,Revisão,Marcella,Italiano,Word - Imagem,2529.0,15:41:00,15:56:00,0,Certidão de Casamento ,2022,Junho 2022,6
20/06/2022,14964,Revisão,Marcella,Inglês,Word - PDF,12128.0,15:58:00,17:16:00,0,Diploma / Histórico Escolar,2022,Junho 2022,6
20/06/2022,14970,CQ,Marcella,Francês,Word - PDF,2294.0,17:20:00,17:35:00,0,Certidão de Nascimento,2022,Junho 2022,6
20/06/2022,14957,CQ,Marcella,Italiano,Word - PDF,8513.0,17:39:00,09:29:00,0,Certidão de Casamento,2022,Junho 2022,6
21/06/2022,14983,Revisão,Marcella,Italiano,Word - PDF,3801.0,09:31:00,09:56:00,0,Certidão de Nascimento,2022,Junho 2022,6
21/06/2022,14992,Revisão,Marcella,Português,Word - Imagem,3156.0,09:59:00,10:18:00,0,Certidão de Nascimento,2022,Junho 2022,6
21/06/2022,14955,CQ,Marcella,Português,Word - PDF,5808.0,10:20:00,10:41:00,0,Certidicado Internacional / Histórico Escolar,2022,Junho 2022,6
21/06/2022,14995,Revisão,Marcella,Italiano,Word - PDF,3410.0,10:45:00,11:08:00,0,Certidão de Casamento,2022,Junho 2022,6
21/06/2022,14982,Revisão,Marcella,Francês,Word - Imagem,2315.0,11:10:00,11:22:00,0,Certidão de Nascimento ,2022,Junho 2022,6
21/06/2022,14984,Revisão,Marcella,Italiano,Word - PDF,3787.0,11:31:00,11:48:00,0,Escritura de declaração,2022,Junho 2022,6
21/06/2022,14988,CQ,Marcella,Italiano,Word - PDF,4146.0,13:00:00,13:15:00,0,Procuração,2022,Junho 2022,6
21/06/2022,14979,Revisão,Marcella,Inglês,Word - PDF,2903.0,13:25:00,13:44:00,0,Mandado de Retificação,2022,Junho 2022,6
21/06/2022,14989,Revisão,Marcella,Italiano,Word - Imagem,3714.0,13:50:00,14:16:00,0,Escritura de declaração,2022,Junho 2022,6
21/06/2022,14997,Revisão,Marcella,Italiano,Word - PDF,5598.0,14:18:00,14:51:00,0,Certidão de Casamento,2022,Junho 2022,6
21/06/2022,14994,Revisão,Marcella,Espanhol,Word - PDF,10286.0,14:57:00,15:49:00,0,Certidões,2022,Junho 2022,6
21/06/2022,14998,Revisão,Marcella,Português,Word - PDF,8380.0,15:56:00,16:36:00,0,Pesquisa Científica,2022,Junho 2022,6
21/06/2022,15001,Revisão,Marcella,Português,Word - PDF,0.932,16:40:00,16:50:00,0,Extrato Resumido de Nascimento,2022,Junho 2022,6
21/06/2022,14981,Revisão,Marcella,Inglês,Word - PDF,11842.0,16:54:00,17:40:00,0,Diplomas,2022,Junho 2022,6
22/06/2022,15000,Revisão,Marcella,Italiano,Word - PDF,1933.0,08:55:00,09:05:00,0,Certidão Negativa de Naturalização,2022,Junho 2022,6
22/06/2022,15005,Revisão,Marcella,Italiano,Word - PDF,5217.0,09:10:00,09:31:00,0,Certidão de Casamento,2022,Junho 2022,6
22/06/2022,15007,CQ,Marcella,Inglês,Word - PDF,1987.0,09:33:00,09:49:00,0,Certidão de Nascimento,2022,Junho 2022,6
22/06/2022,15018,Revisão,Marcella,Português,Word - PDF,7639.0,09:53:00,10:29:00,0,Balanço Patrimonial ,2022,Junho 2022,6
22/06/2022,15008,CQ,Marcella,Italiano,Word - PDF,1951.0,10:39:00,10:47:00,0,CNN,2022,Junho 2022,6
22/06/2022,15011,Revisão,Marcella,Italiano,Word - PDF,7303.0,10:53:00,11:28:00,0,Certidão / Procuração,2022,Junho 2022,6
22/06/2022,15021,Revisão,Marcella,Inglês,Word - PDF,5022.0,11:30:00,11:51:00,0,Certidão de Antecedentes Criminais,2022,Junho 2022,6
22/06/2022,14900,Revisão,Beatriz,Italiano,Word - PDF,2580.0,11:57:00,13:39:00,0,Histórico Escolar ,2022,Junho 2022,6
22/06/2022,15009,CQ,Marcella,Inglês,Word - PDF,3976.0,13:48:00,14:03:00,0,Histórico Escolar Mackenzie,2022,Junho 2022,6
22/06/2022,15015,Revisão,Marcella,Português,Word - Imagem,1427.0,14:12:00,14:20:00,0,Extrato Resumido de Nascimento,2022,Junho 2022,6
22/06/2022,15014,CQ,Marcella,Italiano,Word - PDF,3677.0,14:22:00,14:46:00,0,CNN,2022,Junho 2022,6
22/06/2022,14978,Revisão,Marcella,Inglês,Word - PDF,32404.0,14:49:00,16:46:00,0,Contrato Social - JUCESP,2022,Junho 2022,6
22/06/2022,15006,CQ,Marcella,Italiano,Word - PDF,16439.0,16:54:00,17:31:00,0,Certidões,2022,Junho 2022,6
22/06/2022,14973,Revisão,Marcella,Italiano,Word - PDF,14148.0,17:33:00,10:20:00,0,Imposto de Renda,2022,Junho 2022,6
23/06/2022,15017,Revisão,Marcella,Inglês,Word - PDF,0.929,10:23:00,10:33:00,0,Relatório Médico,2022,Junho 2022,6
23/06/2022,15016,Revisão,Marcella,Inglês,Word - PDF,4291.0,10:35:00,11:07:00,0,Histórico Escolar FGV,2022,Junho 2022,6
23/06/2022,15043,Revisão,Marcella,Inglês,Word - Imagem,0.969,11:10:00,11:16:00,0,Receita Médica,2022,Junho 2022,6
23/06/2022,15037,Revisão,Marcella,Português,Word - Imagem,2318.0,11:24:00,11:36:00,0,Procuração,2022,Junho 2022,6
23/06/2022,15034,Revisão,Marcella,Inglês,Word - PDF,0.978,11:40:00,11:56:00,0,Relatório Médico,2022,Junho 2022,6
23/06/2022,15024,Revisão,Marcella,Inglês,Word - Imagem,1802.0,13:27:00,13:42:00,0,Diploma Médica,2022,Junho 2022,6
23/06/2022,14976,Revisão,Marcella,Português,Word - PDF,36416.0,14:05:00,15:24:00,0,Documento Jurídico,2022,Junho 2022,6
23/06/2022,15012,Revisão,Marcella,Inglês,Word - PDF,6509.0,16:04:00,16:48:00,0,Histórico Escolar,2022,Junho 2022,6
23/06/2022,15054,Revisão,Marcella,Português,Word - PDF,1462.0,17:07:00,17:15:00,0,Extrato de Nascimento,2022,Junho 2022,6
23/06/2022,15038,Revisão,Marcella,Francês,Word - PDF,3524.0,17:35:00,17:47:00,0,Certidão de nascimento,2022,Junho 2022,6
24/06/2022,15075,Revisão,Marcella,Inglês,Word - PDF,1202.0,08:40:00,08:56:00,0,Certidão de Antecedentes Criminais,2022,Junho 2022,6
24/06/2022,15068,Revisão,Marcella,Espanhol,Word - PDF,4489.0,09:06:00,09:35:00,0,Certidões de Nascimento ,2022,Junho 2022,6
24/06/2022,15058,Revisão,Marcella,Português,Word - Imagem,1046.0,09:43:00,09:56:00,0,CNH,2022,Junho 2022,6
24/06/2022,15032,CQ,Marcella,Inglês,Word - Imagem,1851.0,10:01:00,10:11:00,0,Certidão de Casamento,2022,Junho 2022,6
24/06/2022,15055,CQ,Marcella,Português,Word - Imagem,1289.0,10:14:00,10:27:00,0,CNH,2022,Junho 2022,6
24/06/2022,15026,Revisão,Marcella,Italiano,Word - PDF,4001.0,10:40:00,11:11:00,0,Certidão de Casamento,2022,Junho 2022,6
24/06/2022,15065,CQ,Marcella,Inglês,Word - Imagem,3573.0,11:21:00,11:35:00,0,Certificado de Residência Médica ,2022,Junho 2022,6
24/06/2022,15072,Revisão,Marcella,Inglês,Word - PDF,6343.0,11:40:00,13:26:00,0,Histórico Escolar,2022,Junho 2022,6
24/06/2022,15052,CQ,Marcella,Inglês,Word - PDF,6196.0,13:31:00,13:48:00,0,Contrato de trabalho temporário,2022,Junho 2022,6
24/06/2022,15045,Revisão,Marcella,Italiano,Word - PDF,1580.0,13:50:00,14:06:00,0,Diploma,2022,Junho 2022,6
24/06/2022,14916,CQ,Marcella,Italiano,Word - PDF,21742.0,14:08:00,15:15:00,0,Certidões,2022,Junho 2022,6
24/06/2022,15030,Revisão,Marcella,Italiano,Word - PDF,7743.0,15:42:00,16:18:00,0,Escritura de declaração,2022,Junho 2022,6
24/06/2022,15074,CQ,Marcella,Italiano,Word - Imagem,2440.0,16:27:00,16:35:00,0,Procuração,2022,Junho 2022,6
24/06/2022,15081,Revisão,Marcella,Italiano,Word - Imagem,9897.0,16:45:00,17:34:00,0,Certidões,2022,Junho 2022,6
27/06/2022,15051,Revisão,Marcella,Italiano,Word - PDF,4369.0,09:00:00,09:24:00,0,Certidão de Casamento,2022,Junho 2022,6
27/06/2022,15044,Revisão,Marcella,Inglês,Word - PDF,50434.0,09:30:00,11:28:00,0,Contrato CAIXA,2022,Junho 2022,6
27/06/2022,15053,Revisão,Marcella,Inglês,Word - PDF,0.53,11:36:00,11:43:00,0,Boletim FIAP,2022,Junho 2022,6
27/06/2022,15067,CQ,Marcella,Italiano,Word - PDF,3271.0,11:45:00,11:56:00,0,Certidão de Nascimento,2022,Junho 2022,6
27/06/2022,14961,CQ,Marcella,Italiano,Word - PDF,25787.0,12:00:00,14:36:00,0,Certidões,2022,Junho 2022,6
27/06/2022,14827,CQ,Marcella,Italiano,Word - PDF,62217.0,14:39:00,16:43:00,0,Procurações,2022,Junho 2022,6
27/06/2022,15105,Revisão,Marcella,Inglês,Word - PDF,0.859,15:28:00,15:34:00,0,Extrato CAIXA,2022,Junho 2022,6
27/06/2022,15098,Revisão,Marcella,Inglês,Word - PDF,1207.0,17:00:00,17:10:00,0,Certificado de Antecedentes Criminais,2022,Junho 2022,6
27/06/2022,15099,Revisão,Marcella,Inglês,Word - PDF,1057.0,17:11:00,17:16:00,0,SINTEGRA,2022,Junho 2022,6
28/06/2022,14903,CQ,Marcella,Italiano,Word - PDF,10249.0,11:05:00,11:33:00,0,Certidões,2022,Junho 2022,6
28/06/2022,15083,Revisão,Marcella,Inglês,Word - PDF,6385.0,11:35:00,12:01:00,0,Histórico da Faculdade,2022,Junho 2022,6
28/06/2022,15094,CQ,Marcella,Inglês,Word - PDF,7379.0,12:03:00,12:26:00,0,Históricos escolares,2022,Junho 2022,6
28/06/2022,15111,Revisão,Marcella,Italiano,Word - PDF,2588.0,13:23:00,13:41:00,0,Certidão de nascimento,2022,Junho 2022,6
28/06/2022,15091,CQ,Marcella,Italiano,Word - PDF,12602.0,13:45:00,14:22:00,0,Certidões,2022,Junho 2022,6
28/06/2022,15123,Revisão,Marcella,Português,Word - PDF,6800.0,14:25:00,14:40:00,0,Manual de Instruções,2022,Junho 2022,6
28/06/2022,15088,Revisão,Marcella,Inglês,Word - PDF,12930.0,14:47:00,15:24:00,0,Histórico de Faculdade,2022,Junho 2022,6
28/06/2022,15048,Revisão,Marcella,Italiano,Word - PDF,16697.0,15:30:00,16:22:00,0,Certidões,2022,Junho 2022,6
28/06/2022,15101,Revisão,Marcella,Inglês,Word - PDF,16308.0,16:30:00,17:13:00,0,Imposto de Renda,2022,Junho 2022,6
28/06/2022,15127,Revisão,Marcella,Inglês,Word - PDF,3164.0,17:20:00,17:40:00,0,Carteira de vacinação,2022,Junho 2022,6
28/06/2022,15049,Revisão,Marcella,Italiano,Word - PDF,24375.0,17:45:00,09:19:00,0,Divórcio e Certidão de Objeto e Pé,2022,Junho 2022,6
29/06/2022,15019,Revisão,Marcella,Espanhol,Word - PDF,31552.0,09:37:00,11:08:00,0,Diplomas e Históricos,2022,Junho 2022,6
29/06/2022,15137,CQ,Marcella,Inglês,Word - PDF,2359.0,11:20:00,11:27:00,0,Diploma e Histórico,2022,Junho 2022,6
29/06/2022,15139,Revisão,Marcella,Inglês,Word - Imagem,4135.0,11:30:00,11:55:00,0,Certidão de Casamento,2022,Junho 2022,6
29/06/2022,15066,Revisão,Marcella,Português,Word - Transcrição ,3205.0,12:40:00,12:53:00,0,Áudios,2022,Junho 2022,6
29/06/2022,15106,Revisão,Marcella,Italiano,Word - PDF,4014.0,13:10:00,13:54:00,0,Certidão de Nascimento,2022,Junho 2022,6
29/06/2022,15116,CQ,Marcella,Inglês,Word - PDF,5111.0,13:12:00,13:26:00,0,Escritura,2022,Junho 2022,6
29/06/2022,15126,CQ,Marcella,Italiano,Word - PDF,3833.0,13:58:00,14:10:00,0,CNH,2022,Junho 2022,6
29/06/2022,15110,Revisão,Marcella,Português,Word - PDF,2942.0,14:12:00,14:27:00,0,Certidões de Nascimento ,2022,Junho 2022,6
29/06/2022,15114,Revisão,Marcella,Inglês,Word - PDF,7216.0,14:29:00,14:57:00,0,Históricos escolares,2022,Junho 2022,6
29/06/2022,15103,CQ,Marcella,Inglês,Word - PDF,3954.0,15:00:00,15:16:00,0,Certidão de Casamento,2022,Junho 2022,6
29/06/2022,15108,Revisão,Marcella,Português,Word - PDF,1213.0,15:18:00,15:22:00,0,Certificado de Antecedentes Criminais,2022,Junho 2022,6
29/06/2022,15104,Revisão,Marcella,Italiano,Word - PDF,27955.0,15:26:00,17:03:00,0,Processo Judicial,2022,Junho 2022,6
29/06/2022,15129,CQ,Marcella,Italiano,Word - PDF,2861.0,17:05:00,17:20:00,0,Certidão de Nascimento,2022,Junho 2022,6
29/06/2022,15076,CQ,Marcella,Inglês,Word  - PDF,7651.0,17:22:00,17:35:00,0,Diploma,2022,Junho 2022,6
29/06/2022,15155,CQ,Marcella,Inglês,Word - PDF,5155.0,17:43:00,17:55:00,0,Extrato Santander,2022,Junho 2022,6
30/06/2022,15133,Revisão,Marcella,Português,Word - PDF,2258.0,08:57:00,09:10:00,0,Certidão italiana,2022,Junho 2022,6
30/06/2022,15134,Revisão,Marcella,Português,Word - Imagem,1434.0,09:13:00,09:25:00,0,DECLARAÇÃO VOLUNTÁRIA DE SOLVÊNCIA ECONÔMICA,2022,Junho 2022,6
30/06/2022,15119,CQ,Marcella,Italiano,Word - Imagem,3038.0,09:27:00,09:36:00,0,Certidão de Nascimento,2022,Junho 2022,6
30/06/2022,15130,Revisão,Marcella,Italiano,Word - PDF,2718.0,09:39:00,09:57:00,0,Certidão de Nascimento,2022,Junho 2022,6
30/06/2022,15162,CQ,Marcella,Italiano,Word - PDF,0.896,10:08:00,10:11:00,0,CNN,2022,Junho 2022,6
30/06/2022,15141,Revisão,Marcella,Inglês,Word - PDF,15430.0,10:13:00,10:49:00,0,Doc jurídico,2022,Junho 2022,6
30/06/2022,15064,CQ,Tati,Inglês,Word - PDF,19041.0,10:53:00,11:31:00,0,Histórico escolar,2022,Junho 2022,6
30/06/2022,15131,CQ,Tati,Inglês,Word - PDF,2892.0,11:37:00,11:58:00,0,CNHs,2022,Junho 2022,6
30/06/2022,15145,Revisão,Tati,Português,Word - PDF,22326.0,13:27:00,14:18:00,0,Documento Chinês,2022,Junho 2022,6
30/06/2022,15160,CQ,Tati,Italiano,Word - PDF,7096.0,13:09:00,13:25:00,0,Certidão de Nascimento,2022,Junho 2022,6
30/06/2022,15136,CQ,Tati,Italiano,Word - PDF,14229.0,14:20:00,14:43:00,0,Certidão de Objeto e Pé/Divórcio ,2022,Junho 2022,6
30/06/2022,15122,CQ,Tati,Italiano,Word - PDF,2015.0,14:54:00,15:00:00,0,CNN,2022,Junho 2022,6
30/06/2022,15162,CQ,Tati,Italiano,Word - PDF,0.969,14:49:00,14:53:00,0,Autenticação da CNN,2022,Junho 2022,6
30/06/2022,15154,CQ,Tati,Português,Word - PDF,3184.0,15:07:00,15:19:00,0,Certidão de Batismo,2022,Junho 2022,6
30/06/2022,15146,Revisão,Tati,Inglês,Word - PDF,12526.0,15:21:00,15:57:00,0,Imposto de Renda,2022,Junho 2022,6
30/06/2022,15135,CQ,Tati,Espanhol,Word - PDF,4014.0,16:10:00,16:15:00,0,Contrato de trabalho,2022,Junho 2022,6
30/06/2022,15140,CQ,Tati,Italiano,Word - PDF,6979.0,16:17:00,16:36:00,0,Escritura de Divórcio,2022,Junho 2022,6
30/06/2022,15171,CQ,Tati,Italiano,Word - PDF,3968.0,16:51:00,17:08:00,0,Certidão de Nascimento,2022,Junho 2022,6
30/06/2022,15164,Revisão,Tati,Italiano,Word - PDF,3840.0,17:11:00,17:28:00,0,Certidão de Casamento,2022,Junho 2022,6
30/06/2022,15173,Revisão,Tati,Português,Word - PDF,0.655,17:32:00,17:37:00,0,Antecedentes Criminais,2022,Junho 2022,6
30/06/2022,15112,CQ,Tati,Italiano,Word - PDF,13270.0,17:39:00,07:14:00,0,Imposto de Renda,2022,Junho 2022,6
01/07/2022,15168,CQ,Marcella,Inglês,Word - PDF,1437.0,09:43:00,09:49:00,0,Histórico Escolar,2022,Julho 2022,7
01/07/2022,15085,Revisão,Marcella,Italiano,Word - Imagem,25109.0,09:51:00,11:21:00,0,Certidões de Casamento,2022,Julho 2022,7
01/07/2022,15120,Revisão,Marcella,Inglês,Word - PDF,30972.0,11:29:00,12:29:00,0,Conduta de Ética,2022,Julho 2022,7
01/07/2022,15178,CQ,Marcella,Português,Word - PDF,0.744,14:12:00,14:20:00,0,Registro de Nascimento,2022,Julho 2022,7
01/07/2022,15161,CQ,Marcella,Português,Word - Imagem,5513.0,14:27:00,14:42:00,0,Registro de Nascimento,2022,Julho 2022,7
01/07/2022,14724,CQ,Marcella,Italiano,Word - PDF,23967.0,14:49:00,15:36:00,0,Processo de divórcio,2022,Julho 2022,7
01/07/2022,15159,CQ,Marcella,Inglês,Word - PDF,9288.0,15:44:00,16:11:00,0,Histórico Escolar,2022,Julho 2022,7
01/07/2022,15177,Revisão,Marcella,Italiano,Word - Imagem,1622.0,16:15:00,16:30:00,0,Certidão de Casamento Homossexual,2022,Julho 2022,7
01/07/2022,15175,CQ,Marcella,Italiano,Word - PDF,6940.0,16:42:00,17:02:00,0,Certidão de Casamento / Nascimento,2022,Julho 2022,7
01/07/2022,15152,Revisão,Marcella,Italiano,Word - PDF,33251.0,17:16:00,08:44:00,0,Certidões de Casamento/Nascimento,2022,Julho 2022,7
